web-scraper-order,web-scraper-start-url,banner-image-src,product_name,price,ratings,ship_from,banners,has_video,product_image-src,is_ad,sold,shipping_speed,product_url,product_url-href
"1731387762-178","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","(💯 ของแท้) ชาสมุนไพรฟู่เซียน กล่องเขียว สูตร 1 - Fuxian ชาสมุนไพรจีน ไม่มีคาเฟอีน ช่วยบำรุงร่างกาย","490","4.9","จังหวัดกรุงเทพมหานคร","โค้ดลด ฿25","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98z-lrqvvk4msy26bc_tn.webp","","ขายแล้ว 698 ชิ้น","1-5 วัน","(💯 ของแท้) ชาสมุนไพรฟู่เซียน กล่องเขียว สูตร 1 - Fuxian ชาสมุนไพรจีน ไม่มีคาเฟอีน ช่วยบำรุงร่างกาย฿490โค้ดลด ฿254.9ขายแล้ว 698 ชิ้น1-5 วันจังหวัดกรุงเทพมหานคร","https://shopee.co.th/(%F0%9F%92%AF-%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%97%E0%B9%89)-%E0%B8%8A%E0%B8%B2%E0%B8%AA%E0%B8%A1%E0%B8%B8%E0%B8%99%E0%B9%84%E0%B8%9E%E0%B8%A3%E0%B8%9F%E0%B8%B9%E0%B9%88%E0%B9%80%E0%B8%8B%E0%B8%B5%E0%B8%A2%E0%B8%99-%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7-%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3-1-Fuxian-%E0%B8%8A%E0%B8%B2%E0%B8%AA%E0%B8%A1%E0%B8%B8%E0%B8%99%E0%B9%84%E0%B8%9E%E0%B8%A3%E0%B8%88%E0%B8%B5%E0%B8%99-%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%A1%E0%B8%B5%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B8%AD%E0%B8%B5%E0%B8%99-%E0%B8%8A%E0%B9%88%E0%B8%A7%E0%B8%A2%E0%B8%9A%E0%B8%B3%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B8%A3%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2-i.1161502116.25113175623?sp_atk=fdb6b1ae-47f3-4940-b28e-d67690487825&xptdk=fdb6b1ae-47f3-4940-b28e-d67690487825"
"1731387762-179","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasd-m2gelpjc0o10b3","ลองบีชผงชาอเมริกัน ชาพีช ขนาด 900 กรัม LongBeach American Iced Tea - Peach Tea size 900 g.","152","4.9","จังหวัดปทุมธานี","ถูกสุดบนช้อปปี้ส่งไว","","https://down-th.img.susercontent.com/file/sg-11134201-22120-5hdlrivyclkv81_tn.webp","","ขายแล้ว 9.5พัน ชิ้น","วันนี้","ลองบีชผงชาอเมริกัน ชาพีช ขนาด 900 กรัม LongBeach American Iced Tea - Peach Tea size 900 g.฿152-5%ถูกสุดบนช้อปปี้ส่งไว4.9ขายแล้ว 9.5พัน ชิ้นวันนี้จังหวัดปทุมธานี","https://shopee.co.th/%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B5%E0%B8%8A%E0%B8%9C%E0%B8%87%E0%B8%8A%E0%B8%B2%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B1%E0%B8%99-%E0%B8%8A%E0%B8%B2%E0%B8%9E%E0%B8%B5%E0%B8%8A-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-900-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-LongBeach-American-Iced-Tea-Peach-Tea-size-900-g.-i.77729399.1493297568?sp_atk=9971ce61-5835-4780-ac1f-c4e480172c4e&xptdk=9971ce61-5835-4780-ac1f-c4e480172c4e"
"1731387762-180","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","","ชาบัควีทคั่วBuckwheat tea","290","4.9","จังหวัดมุกดาหาร","","","https://down-th.img.susercontent.com/file/th-11134207-7r98r-lsb24x44b1pq18_tn.webp","","ขายแล้ว 2.1พัน ชิ้น","2-6 วัน","ชาบัควีทคั่วBuckwheat tea฿2904.9ขายแล้ว 2.1พัน ชิ้น2-6 วันจังหวัดมุกดาหาร","https://shopee.co.th/%E0%B8%8A%E0%B8%B2%E0%B8%9A%E0%B8%B1%E0%B8%84%E0%B8%A7%E0%B8%B5%E0%B8%97%E0%B8%84%E0%B8%B1%E0%B9%88%E0%B8%A7Buckwheat-tea-i.394918621.11023556839?sp_atk=bda49537-37be-4fa3-9ba3-ec15d14c5a56&xptdk=bda49537-37be-4fa3-9ba3-ec15d14c5a56"
"1731387792-181","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","Baboo Super Food Green Tea Matcha Powder 100g.บาบู ผงมัทฉะชาเขียว แพ็คเกจใหม่แบบซองนะคะ","256","","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7r98y-lx4g1bgx5prk7d_tn.webp","","","","Baboo Super Food Green Tea Matcha Powder 100g.บาบู ผงมัทฉะชาเขียว แพ็คเกจใหม่แบบซองนะคะ฿256จังหวัดกรุงเทพมหานคร","https://shopee.co.th/Baboo-Super-Food-Green-Tea-Matcha-Powder-100g.%E0%B8%9A%E0%B8%B2%E0%B8%9A%E0%B8%B9-%E0%B8%9C%E0%B8%87%E0%B8%A1%E0%B8%B1%E0%B8%97%E0%B8%89%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7-%E0%B9%81%E0%B8%9E%E0%B9%87%E0%B8%84%E0%B9%80%E0%B8%81%E0%B8%88%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%8B%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%B0%E0%B8%84%E0%B8%B0-i.230816055.26454129777?sp_atk=f12edc02-ea61-4888-b7e2-3dd1e5798dbd&xptdk=f12edc02-ea61-4888-b7e2-3dd1e5798dbd"
"1731387792-182","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","🎀 ฮาราดะชาเขียวปรุงสำเร็จรูป 100กรัม 🍧 Harada Matcha Shizuoka Powder 100g. [4976515013254]","549","","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134201-7r98q-lzh58sg3xvnl11_tn.webp","","","2-5 วัน","🎀 ฮาราดะชาเขียวปรุงสำเร็จรูป 100กรัม 🍧 Harada Matcha Shizuoka Powder 100g. [4976515013254]฿5492-5 วันจังหวัดกรุงเทพมหานคร","https://shopee.co.th/%F0%9F%8E%80-%E0%B8%AE%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%94%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%9B%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%88%E0%B8%A3%E0%B8%B9%E0%B8%9B-100%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-%F0%9F%8D%A7-Harada-Matcha-Shizuoka-Powder-100g.-4976515013254--i.1272244731.27659311116?sp_atk=608a2256-a508-42a8-9b86-51f59305f2a6&xptdk=608a2256-a508-42a8-9b86-51f59305f2a6"
"1731387792-183","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","ชาเขียวมัทฉะลดน้ำหนัก สูตรbyนายพัน สูตร2(ล้มช้าง )","350","4.7","จังหวัดเชียงราย","โค้ดลด ฿10","","https://down-th.img.susercontent.com/file/c344ec56c45fae0f8f2c0dc4add364b6_tn.webp","","ขายแล้ว 230 ชิ้น","","ชาเขียวมัทฉะลดน้ำหนัก สูตรbyนายพัน สูตร2(ล้มช้าง )฿350-22%โค้ดลด ฿104.7ขายแล้ว 230 ชิ้นจังหวัดเชียงราย","https://shopee.co.th/%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%A1%E0%B8%B1%E0%B8%97%E0%B8%89%E0%B8%B0%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81-%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3by%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%9E%E0%B8%B1%E0%B8%99-%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A32(%E0%B8%A5%E0%B9%89%E0%B8%A1%E0%B8%8A%E0%B9%89%E0%B8%B2%E0%B8%87-)-i.28472758.1489636677?sp_atk=ee267073-2f58-4d0f-a80d-4e4bc5163219&xptdk=ee267073-2f58-4d0f-a80d-4e4bc5163219"
"1731387792-184","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","itoen 🍵🇯🇵 ชาเขียว Matcha ชนิดซอง 10 ซอง / กล่อง","395","5.0","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/12422e9ccdee60fb7656d724c79f5b07_tn.webp","","ขายแล้ว 3 ชิ้น","วันนี้","itoen 🍵🇯🇵 ชาเขียว Matcha ชนิดซอง 10 ซอง / กล่อง฿3955.0ขายแล้ว 3 ชิ้นวันนี้จังหวัดกรุงเทพมหานคร","https://shopee.co.th/itoen-%F0%9F%8D%B5%F0%9F%87%AF%F0%9F%87%B5-%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7-Matcha-%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%8B%E0%B8%AD%E0%B8%87-10-%E0%B8%8B%E0%B8%AD%E0%B8%87-%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87-i.318557516.15700447542?sp_atk=f612a9e2-8023-4f61-aafb-595f7f47b604&xptdk=f612a9e2-8023-4f61-aafb-595f7f47b604"
"1731387792-185","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","ชาเขียวมัชชะอิริ 300 กรัม เกนไมฉะ Genmaicha Matchairi Green Tea","362","5.0","จังหวัดนนทบุรี","","","https://down-th.img.susercontent.com/file/th-11134201-7r98s-llx4o84zjkpa76_tn.webp","","ขายแล้ว 7 ชิ้น","2-5 วัน","ชาเขียวมัชชะอิริ 300 กรัม เกนไมฉะ Genmaicha Matchairi Green Tea฿3625.0ขายแล้ว 7 ชิ้น2-5 วันจังหวัดนนทบุรี","https://shopee.co.th/%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%A1%E0%B8%B1%E0%B8%8A%E0%B8%8A%E0%B8%B0%E0%B8%AD%E0%B8%B4%E0%B8%A3%E0%B8%B4-300-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-%E0%B9%80%E0%B8%81%E0%B8%99%E0%B9%84%E0%B8%A1%E0%B8%89%E0%B8%B0-Genmaicha-Matchairi-Green-Tea-i.174409830.13831438608?sp_atk=0b9bdde5-c876-4a27-870f-79598fae0a46&xptdk=0b9bdde5-c876-4a27-870f-79598fae0a46"
"1731387792-186","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","Aroma ผงชาเขียว ชาเขียว มัทฉะ 100%  Matcha green tea ยกลัง / Carton (1หีบx20ซองx100 กรัม)","3,914","ขายแล้ว 2 ชิ้น","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/503d8a5cb2315a0802561761a1e92f90_tn.webp","","ขายแล้ว 2 ชิ้น","วันนี้","Aroma ผงชาเขียว ชาเขียว มัทฉะ 100%  Matcha green tea ยกลัง / Carton (1หีบx20ซองx100 กรัม)฿3,914ขายแล้ว 2 ชิ้นวันนี้จังหวัดกรุงเทพมหานคร","https://shopee.co.th/Aroma-%E0%B8%9C%E0%B8%87%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7-%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7-%E0%B8%A1%E0%B8%B1%E0%B8%97%E0%B8%89%E0%B8%B0-100-Matcha-green-tea-%E0%B8%A2%E0%B8%81%E0%B8%A5%E0%B8%B1%E0%B8%87-Carton-(1%E0%B8%AB%E0%B8%B5%E0%B8%9Ax20%E0%B8%8B%E0%B8%AD%E0%B8%87x100-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1)-i.373525258.15057583284?sp_atk=92e5dd38-4536-4937-8993-2c7e27719fdf&xptdk=92e5dd38-4536-4937-8993-2c7e27719fdf"
"1731387792-187","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","Morihan Organic Uji Matcha ถุง 30g 【ส่งตรงจากญี่ปุ่น】","1,714","","ญี่ปุ่น","","","https://down-th.img.susercontent.com/file/th-11134201-7r98x-ltop1l1aq0j7fc_tn.webp","","","","Morihan Organic Uji Matcha ถุง 30g 【ส่งตรงจากญี่ปุ่น】฿1,714ญี่ปุ่น","https://shopee.co.th/Morihan-Organic-Uji-Matcha-%E0%B8%96%E0%B8%B8%E0%B8%87-30g-%E3%80%90%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%95%E0%B8%A3%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%8D%E0%B8%B5%E0%B9%88%E0%B8%9B%E0%B8%B8%E0%B9%88%E0%B8%99%E3%80%91-i.1183006124.24172402047?sp_atk=666220b9-fd3f-4a2d-bbcd-d2a6b0b44cf4&xptdk=666220b9-fd3f-4a2d-bbcd-d2a6b0b44cf4"
"1731387792-188","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ชาเขียว มัทฉะ ลาเต้ กิฟฟารีน giffarine ขนาด 15 ซอง ชาเขียวแบบชง ชาเขียวชงน้ำร้อน ชาเขียวผง","225","ขายแล้ว 1 ชิ้น","จังหวัดสมุทรปราการ","","","https://down-th.img.susercontent.com/file/th-11134207-7r98q-lxzitcc8d2334e_tn.webp","","ขายแล้ว 1 ชิ้น","2-5 วัน","ชาเขียว มัทฉะ ลาเต้ กิฟฟารีน giffarine ขนาด 15 ซอง ชาเขียวแบบชง ชาเขียวชงน้ำร้อน ชาเขียวผง฿225ขายแล้ว 1 ชิ้น2-5 วันจังหวัดสมุทรปราการ","https://shopee.co.th/%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7-%E0%B8%A1%E0%B8%B1%E0%B8%97%E0%B8%89%E0%B8%B0-%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%95%E0%B9%89-%E0%B8%81%E0%B8%B4%E0%B8%9F%E0%B8%9F%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%99-giffarine-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-15-%E0%B8%8B%E0%B8%AD%E0%B8%87-%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%8A%E0%B8%87-%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%8A%E0%B8%87%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99-%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%9C%E0%B8%87-i.676304925.26405843802?sp_atk=e03af221-7c0e-4948-98b4-ba39066fc246&xptdk=e03af221-7c0e-4948-98b4-ba39066fc246"
"1731387792-189","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","CHADO Kyoto Matcha ชาโดะผงชาเขียวมัทฉะจากญี่ปุ่น ขนาด 500 กรัม","2,333","","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/38dd49e8f2fc1050f9e0cc96cabb7a37_tn.webp","","","3-6 วัน","CHADO Kyoto Matcha ชาโดะผงชาเขียวมัทฉะจากญี่ปุ่น ขนาด 500 กรัม฿2,3333-6 วันจังหวัดกรุงเทพมหานคร","https://shopee.co.th/CHADO-Kyoto-Matcha-%E0%B8%8A%E0%B8%B2%E0%B9%82%E0%B8%94%E0%B8%B0%E0%B8%9C%E0%B8%87%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%A1%E0%B8%B1%E0%B8%97%E0%B8%89%E0%B8%B0%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%8D%E0%B8%B5%E0%B9%88%E0%B8%9B%E0%B8%B8%E0%B9%88%E0%B8%99-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-500-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-i.467274597.8672460750?sp_atk=fe8993d4-3cf3-484e-9765-cb6a9906a1b9&xptdk=fe8993d4-3cf3-484e-9765-cb6a9906a1b9"
"1731387792-190","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","*ขายดี*Bluekoffผงชาเขียวมัจฉะเข้มข้นสูตร3 ( 200กรัม )","325","4.9","จังหวัดระยอง","โค้ดลด 10%ซื้อ 4 ชิ้น ลด ฿10","","https://down-th.img.susercontent.com/file/th-11134207-23030-9d010x8ujiovf8_tn.webp","","ขายแล้ว 2พัน ชิ้น","2-5 วัน","*ขายดี*Bluekoffผงชาเขียวมัจฉะเข้มข้นสูตร3 ( 200กรัม )฿325โค้ดลด 10%ซื้อ 4 ชิ้น ลด ฿104.9ขายแล้ว 2พัน ชิ้น2-5 วันจังหวัดระยอง","https://shopee.co.th/*%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%94%E0%B8%B5*Bluekoff%E0%B8%9C%E0%B8%87%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%A1%E0%B8%B1%E0%B8%88%E0%B8%89%E0%B8%B0%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%A1%E0%B8%82%E0%B9%89%E0%B8%99%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A33-(-200%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-)-i.32853163.1226296551?sp_atk=ac47507e-6277-4b99-8c87-fb2154f66ef3&xptdk=ac47507e-6277-4b99-8c87-fb2154f66ef3"
"1731387792-191","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","MATCHAZUKI | Matcha Capsule | มัทฉะแคปซูล สำหรับเครื่อง Nespresso","249","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7rask-m1gtnigrp56180_tn.webp","","ขายแล้ว 150 ชิ้น","2-3 วัน","MATCHAZUKI | Matcha Capsule | มัทฉะแคปซูล สำหรับเครื่อง Nespresso฿2494.9ขายแล้ว 150 ชิ้น2-3 วันจังหวัดกรุงเทพมหานคร","https://shopee.co.th/MATCHAZUKI-Matcha-Capsule-%E0%B8%A1%E0%B8%B1%E0%B8%97%E0%B8%89%E0%B8%B0%E0%B9%81%E0%B8%84%E0%B8%9B%E0%B8%8B%E0%B8%B9%E0%B8%A5-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87-Nespresso-i.69402048.23026849678?sp_atk=f0f8bb81-3e8a-4357-86e6-4af2f45890c8&xptdk=f0f8bb81-3e8a-4357-86e6-4af2f45890c8"
"1731387792-192","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","ผงชาเขียวฉุยฟง ชาเขียว 100%[ห่อ]","145","4.9","จังหวัดขอนแก่น","","badge-video","https://down-th.img.susercontent.com/file/98be33df65c3cc8fe3fbdea0a41d38f7_tn.webp","","ขายแล้ว 2.4พัน ชิ้น","2-6 วัน","ผงชาเขียวฉุยฟง ชาเขียว 100%[ห่อ]฿1454.9ขายแล้ว 2.4พัน ชิ้น2-6 วันจังหวัดขอนแก่น","https://shopee.co.th/%E0%B8%9C%E0%B8%87%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%89%E0%B8%B8%E0%B8%A2%E0%B8%9F%E0%B8%87-%E0%B8%8A%E0%B8%B2%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7-100-%E0%B8%AB%E0%B9%88%E0%B8%AD--i.985279.10351841852?sp_atk=8842a77d-1eb9-4d82-87d1-074d09cc5a93&xptdk=8842a77d-1eb9-4d82-87d1-074d09cc5a93"
"1731387792-193","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-591e473f8603ca27bedbcba245a72ab4","ผงชาแดง ผงชาไทยเข้มข้น 100% สูตรหอมเข้มสีชาชัด 100 กรัม (Thai Tea Powder 100%)","189","4.9","จังหวัดกรุงเทพมหานคร","ถูกสุดบนช้อปปี้ช้อปปี้ป้ายยา","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98v-ls2evmmfr6ilb9_tn.webp","","ขายแล้ว 18.6พัน ชิ้น","วันนี้","ผงชาแดง ผงชาไทยเข้มข้น 100% สูตรหอมเข้มสีชาชัด 100 กรัม (Thai Tea Powder 100%)฿189ถูกสุดบนช้อปปี้ช้อปปี้ป้ายยา4.9ขายแล้ว 18.6พัน ชิ้นวันนี้จังหวัดกรุงเทพมหานคร","https://shopee.co.th/%E0%B8%9C%E0%B8%87%E0%B8%8A%E0%B8%B2%E0%B9%81%E0%B8%94%E0%B8%87-%E0%B8%9C%E0%B8%87%E0%B8%8A%E0%B8%B2%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%A1%E0%B8%82%E0%B9%89%E0%B8%99-100-%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3%E0%B8%AB%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%A1%E0%B8%AA%E0%B8%B5%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%B1%E0%B8%94-100-%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%A1-(Thai-Tea-Powder-100-)-i.27997912.1993087784?sp_atk=a4692b9c-a7a9-426b-91ec-8c47d9fb685a&xptdk=a4692b9c-a7a9-426b-91ec-8c47d9fb685a"
