web-scraper-order,web-scraper-start-url,banner-image-src,product_name,price,ratings,ship_from,banners,has_video,product_image-src,is_ad,sold,shipping_speed
"1730178829-824","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","","ชาเขียว ผง ฉุยฟง 100 กรัม มัทฉะแท้ 3 ห่อ Choui Fong Green Tea {SET X 3 PACKETS}","430","4.9","จังหวัดสมุทรปราการ","","","https://down-th.img.susercontent.com/file/2b191033d66b2180295f0bb63fabcb13_tn.webp","","ขายแล้ว 615 ชิ้น","2-3 วัน"
"1730178829-825","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Hillkoff : New 2022 ผงยูจิมัทฉะ Uji Matcha แท้ 100% ขนาด 200 g ผงมัทฉะ มัทฉะพรีเมี่ยม ชาเขียว Green Tea ผงชาเขียวมัทฉะ","200","4.8","จังหวัดเชียงใหม่","ซื้อ 3 ชิ้น ลด 3%","","https://down-th.img.susercontent.com/file/6b6bd9b12fd1365b0518f7f9bc381104_tn.webp","","ขายแล้ว 233 ชิ้น","2-4 วัน"
"1730178829-826","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","ผงชาเขียวมัจฉะ 100%  เกรดพรีเมี่ยม ทำจากยอดใบชาเขียวแท้ๆ","98","4.9","จังหวัดนนทบุรี","","","https://down-th.img.susercontent.com/file/ffb7cad9ec046c5e81a7120c5f1b0683_tn.webp","","ขายแล้ว 4.7พัน ชิ้น","วันพรุ่งนี้"
"1730178829-827","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","Hoshino Matcha ""Ikenoshiro"" 20g can","450","5.0","จังหวัดนครสวรรค์","โค้ดลด ฿50","","https://down-th.img.susercontent.com/file/th-11134207-7r98x-lv46por86x3xc6_tn.webp","","ขายแล้ว 12 ชิ้น",""
"1730178829-828","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","ผงชาเขียวมัทฉะ 100% สูตรคลาสสิก 500 กรัม (Matcha Greentea Powder 100%)","429","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษโค้ดลด 5%","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r991-ls2eztgyyulqd3_tn.webp","","ขายแล้ว 809 ชิ้น","วันพรุ่งนี้"
"1730178829-829","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","","Kawami Matcha Powder คาวามิ ผงมัทฉะ 100% 100 กรัม","205","4.9","จังหวัดระยอง","","","https://down-th.img.susercontent.com/file/sg-11134201-22090-fh7m79hwtrhv49_tn.webp","","ขายแล้ว 194 ชิ้น","2-3 วัน"
"1730178829-830","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","",""" Tomori "" Ryn Matcha [ Yame Blend ]","390","5.0","จังหวัดภูเก็ต","","","https://down-th.img.susercontent.com/file/th-11134207-7r98o-lrtsypzfmldp0c_tn.webp","","ขายแล้ว 36 ชิ้น","2-4 วัน"
"1730178829-831","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","","Organic Matcha 3A+มัทฉะออร์แกนิค ผงชาเขียวเกรดพรีเมี่ยม 100% บริสุทธิ์ ไม่มีน้ำตาล ไม่มีสารเติมแต่ง","159","4.9","จังหวัดกรุงเทพมหานคร","โค้ดลด ฿20","","https://down-th.img.susercontent.com/file/cn-11134207-7ras8-m1ax33uqu7bbbc_tn.webp","","ขายแล้ว 12 ชิ้น","2-3 วัน"
"1730178829-832","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","","Ima Mukashi Matcha 40g Ceremonial Grade Matcha  มัทฉะเกรดพิธี นำเข้าจากเมือง Uji Kyoto Japan","539","4.9","จังหวัดเชียงใหม่","","","https://down-th.img.susercontent.com/file/d57d86a123fd49d00a85e1e2f59c3469_tn.webp","","ขายแล้ว 146 ชิ้น","3-5 วัน"
"1730178829-833","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","TRIAL MATCHA | ผงมัทฉะนิชิโอะ Nishio Cafe","480","5.0","จังหวัดเชียงใหม่","ซื้อ 2 ชิ้น ลด 2%","","https://down-th.img.susercontent.com/file/th-11134207-7r98o-lt8friicl51927_tn.webp","","ขายแล้ว 51 ชิ้น","2 วัน"
"1730178829-834","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","[แท้จากญี่ปุ่น🎌]Tsujiri Matcha Milk ชาเขียวลาเต้ ชงพร้อมดื่มยอดฮิต จากเมืองอูจิ หอมอร่อย กลมกล่อม🍵🎌","259","5.0","จังหวัดปทุมธานี","","","https://down-th.img.susercontent.com/file/th-11134207-7r98v-lwka3i1rzu7k9c_tn.webp","","ขายแล้ว 36 ชิ้น","2-3 วัน"
"1730178829-835","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ใช้โค้ดส่งฟรีได้ ผงชาเขียว มัทฉะ 100% คาวามิ LongBeach KAWAMI Matcha Green Tea Powder 100% / 100g","227","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/b10749f20f08db911b6f46b92935d457_tn.webp","","ขายแล้ว 357 ชิ้น","1-2 วัน"
"1730178829-836","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasa-m1i3ri34kmzt56","Marukyu-koyamaen Matcha culinary grade | มัทฉะเกรดชงนมเเละทำขนม","380","5.0","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษโค้ดลด ฿50","","https://down-th.img.susercontent.com/file/th-11134207-7qula-lk4nivhkmma114_tn.webp","","ขายแล้ว 168 ชิ้น","2-3 วัน"
"1730178829-837","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7ras9-m1i3op3sdx7t03","ผงชาเขียวมัทฉะ TMS ""NISHIO นิชิโอะ"" 100 g เกรดพิธีชงชา-เกรดพรีเมี่ยม จากเมืองหลวงแห่งมัทฉะ THE GREENEST","345","4.9","จังหวัดนนทบุรี","ส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/th-11134207-7r98x-lrscdmhv8eyl3d_tn.webp","","ขายแล้ว 90 ชิ้น","2-3 วัน"
"1730178829-838","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-591e473f8603ca27bedbcba245a72ab4","ผงมัทฉะ ผงโฮจิฉะ คาวามิ 100% Kawami ผงมัทฉะแท้ matcha Houjicha Tea Powder 100% ผงมัทฉะคาวามิ","219","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ถูกชัวร์","","https://down-th.img.susercontent.com/file/th-11134207-7r98o-lpt285oy8cgq43_tn.webp","","ขายแล้ว 6.5พัน ชิ้น","1-2 วัน"
"1730178829-839","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=3&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","Tenju (Uji) อูจิมัทฉะ 100 กรัม  ผงชาเขียวมัทฉะ นำเข้าจากญี่ปุ่น Matcha Powder (ตรา เทนจู)","155","4.9","จังหวัดสมุทรปราการ","รับสินค้าฟรี","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98q-m0cu7fhqid2y59_tn.webp","","ขายแล้ว 484 ชิ้น","2-3 วัน"
"1730178857-840","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasa-m1i3ri34kmzt56","คาวามิมัทฉะ 100% ขนาด 100 กรัม. KAWAMI 100%  Matcha size 100 g. ชาเขียว/ชาญี่ปุ่น/ผงมัทฉะ/ผงชาเขียวมัทฉะ/มัทฉะกรีนที","220","4.9","จังหวัดปทุมธานี","ส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/th-11134207-7r990-lrzj9qh8a4e575_tn.webp","","ขายแล้ว 1.1พัน ชิ้น","2-3 วัน"
"1730178857-841","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","ผงชาเขียวมัทฉะเกรดคลาสสิค 100% จากเมืองอุจิ ประเทศญี่ปุ่น (100% Classic Uji Matcha Green Tea from Japan) ชาเขียวมัทฉะ","103","4.8","จังหวัดนนทบุรี","","","https://down-th.img.susercontent.com/file/9eb3edaabe0f17c27a05003ddb30ba1c_tn.webp","","ขายแล้ว 434 ชิ้น","2-3 วัน"
"1730178857-842","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","","Ryo : Cafe grade matcha 100%","370","ขายแล้ว 7 ชิ้น","จังหวัดนนทบุรี","","","https://down-th.img.susercontent.com/file/th-11134207-7r98q-m048c1reb0e2ad_tn.webp","","ขายแล้ว 7 ชิ้น","1-3 วัน"
"1730178857-843","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","TRIAL MATCHA | ผงมัทฉะนิชิโอะ Nishio Cafe","480","5.0","จังหวัดเชียงใหม่","ซื้อ 2 ชิ้น ลด 2%","","https://down-th.img.susercontent.com/file/th-11134207-7r98o-lt8friicl51927_tn.webp","","ขายแล้ว 51 ชิ้น","2 วัน"
"1730178857-844","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","TRIAL MATCHA | ผงมัทฉะยาเมะ Yame Ceremonial","720","5.0","จังหวัดเชียงใหม่","ซื้อ 2 ชิ้น ลด 2%","","https://down-th.img.susercontent.com/file/th-11134201-23030-8pvh0g37i4nvcf_tn.webp","","ขายแล้ว 1.1พัน ชิ้น","3-4 วัน"
"1730178857-845","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","","ชาเขียว ผง ฉุยฟง 100 กรัม มัทฉะแท้ 1 ห่อ Choui Fong Matcha Green Tea 100 g.  1  Pack","147","4.9","จังหวัดสมุทรปราการ","ขายส่ง","","https://down-th.img.susercontent.com/file/25521ecd11556bea6563e9ed66a12494_tn.webp","","ขายแล้ว 7.9พัน ชิ้น","2-3 วัน"
"1730178857-846","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","[แท้จากญี่ปุ่น🎌]Tsujiri Matcha Milk ชาเขียวลาเต้ ชงพร้อมดื่มยอดฮิต จากเมืองอูจิ หอมอร่อย กลมกล่อม🍵🎌","259","5.0","จังหวัดปทุมธานี","","","https://down-th.img.susercontent.com/file/th-11134207-7r98v-lwka3i1rzu7k9c_tn.webp","","ขายแล้ว 36 ชิ้น","2-3 วัน"
"1730178857-847","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","","Ceremonial Matcha มัทฉะ เกรด พิธีชงชา | Hoshino - Seichaen | Kagayaki | Hoshinokagayaki โฮชิโนะ คากายากิ","499","5.0","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/sg-11134201-22100-9qs9mg4j8sivbf_tn.webp","","ขายแล้ว 247 ชิ้น","วันนี้"
"1730178857-848","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","ผงชาเขียว มัทฉะ อูจิ เคียวริฉะ🍃Kyoricha UJI Matcha 100 g ผงมัทฉะญี่ปุ่น ผงชาเขียวมัทฉะ อูจิมัทฉะ มัตฉะ","189","5.0","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/th-11134207-7r98w-ll9dz15r71kuad_tn.webp","","ขายแล้ว 282 ชิ้น","วันนี้"
"1730178857-849","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-591e473f8603ca27bedbcba245a72ab4","ผงมัทฉะ ผงโฮจิฉะ คาวามิ 100% Kawami ผงมัทฉะแท้ matcha Houjicha Tea Powder 100% ผงมัทฉะคาวามิ","219","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ถูกชัวร์","","https://down-th.img.susercontent.com/file/th-11134207-7r98o-lpt285oy8cgq43_tn.webp","","ขายแล้ว 6.5พัน ชิ้น","1-2 วัน"
"1730178857-850","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","","Kiwami : Premium Ceremonial grade matcha 100%","640","5.0","จังหวัดนนทบุรี","","","https://down-th.img.susercontent.com/file/th-11134207-7r98p-m0488jwehkmy19_tn.webp","","ขายแล้ว 38 ชิ้น","1-3 วัน"
"1730178857-851","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Eiraku ผงมัทฉะเกรดพิธีจาก Hokoen | Uji Matcha 40g","720","5.0","จังหวัดนนทบุรี","","","https://down-th.img.susercontent.com/file/th-11134207-7rasc-m1ptmz6h3wq1f5_tn.webp","","ขายแล้ว 2 ชิ้น","1-2 วัน"
"1730178857-852","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","","Unmori 運盛り อึนโมริ มัทฉะพรีเมี่ยม ชงได้ทั้งร้อนและเย็น ขนาด 50g/ 200g Premium Matcha for Latte","450","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7r98q-lnbdqnwe837417_tn.webp","","ขายแล้ว 413 ชิ้น","1-4 วัน"
"1730178857-853","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98o-lxumz2m7549b30","Llamito Organic Matcha Powder ผงมัทฉะ แท้ 100% ออร์แกนิก ยามิโตะ Superfood ซูเปอร์ฟู้ด ซุปเปอร์ฟู้ด ผงชาเขียว มัทฉะแท้","490","4.9","จังหวัดปทุมธานี","ช้อปปี้ป้ายยาซื้อ 2 ชิ้น ลด 2%","","https://down-th.img.susercontent.com/file/th-11134207-7rasd-m1mh91ay8b1z82_tn.webp","","ขายแล้ว 1พัน ชิ้น","วันนี้"
"1730178857-854","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","","Ima Mukashi Matcha 40g Ceremonial Grade Matcha  มัทฉะเกรดพิธี นำเข้าจากเมือง Uji Kyoto Japan","539","4.9","จังหวัดเชียงใหม่","","","https://down-th.img.susercontent.com/file/d57d86a123fd49d00a85e1e2f59c3469_tn.webp","","ขายแล้ว 146 ชิ้น","3-5 วัน"
"1730178857-855","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98w-lxumze6e8240fc","ITOEN Matcha Greentea ผงชาเขียวอิโตเอน","165","5.0","จังหวัดกรุงเทพมหานคร","ช้อปปี้ป้ายยา","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98t-lq80py6cy1us1b_tn.webp","","ขายแล้ว 1.3พัน ชิ้น","1-3 วัน"
"1730178857-856","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","[แพนด้าที] ผงชาเขียวมัทฉะ 100% Intense เข้มข้น 500 กรัม","870","5.0","จังหวัดเชียงใหม่","ขายส่ง","","https://down-th.img.susercontent.com/file/sg-11134201-23010-w0ju26myzymv7b_tn.webp","","ขายแล้ว 1.7พัน ชิ้น","3-4 วัน"
"1730178857-857","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","Ratika : ผงมัทฉะเกรดพรีเมี่ยม Matcha Premium แท้ 100% มัทฉะพรีเมี่ยม ผงมัทฉะ มัตจะ ชาเขียว Green Tea ผงชาเขียวมัทฉะ","240","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษซื้อ 3 ชิ้น ลด 3%","","https://down-th.img.susercontent.com/file/c17788f512f63cbeda6e900eb5b3b917_tn.webp","","ขายแล้ว 309 ชิ้น","1-2 วัน"
"1730178857-858","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","TRIAL MATCHA | ผงมัทฉะอุจิ Uji Cafe A","317","5.0","จังหวัดเชียงใหม่","ซื้อ 2 ชิ้น ลด 2%","","https://down-th.img.susercontent.com/file/th-11134207-23020-ik51m0lny3nvb2_tn.webp","","ขายแล้ว 693 ชิ้น","3-4 วัน"
"1730178857-859","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-591e473f8603ca27bedbcba245a72ab4","Baramio Matcha 100% Classic Grade 50g.","160","4.9","จังหวัดลำปาง","ช้อปปี้ถูกชัวร์","badge-video","https://down-th.img.susercontent.com/file/415d83fba537fc5cd86948d26ced5a0a_tn.webp","","ขายแล้ว 778 ชิ้น","2-4 วัน"
"1730178857-860","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","","ชาเขียว ผง ฉุยฟง 100 กรัม มัทฉะแท้ 3 ห่อ Choui Fong Green Tea {SET X 3 PACKETS}","430","4.9","จังหวัดสมุทรปราการ","","","https://down-th.img.susercontent.com/file/2b191033d66b2180295f0bb63fabcb13_tn.webp","","ขายแล้ว 615 ชิ้น","2-3 วัน"
"1730178857-861","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","","อ่านก่อนซื้อlotนี้M3. นิชิโอะ มัทฉะ เกรดพิธีชงชา Nishio Matcha ceremonial Teasana อุสุฉะ โค่ยฉะ ชาเขียวญี่ปุ่น โทนดอกไม้","389","5.0","จังหวัดกรุงเทพมหานคร","","badge-video","https://down-th.img.susercontent.com/file/da5f49492ecf221b5be18d413ba57a3e_tn.webp","","ขายแล้ว 697 ชิ้น","1-3 วัน"
"1730178857-862","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","","Kawami Matcha Powder คาวามิ ผงมัทฉะ 100% 100 กรัม","205","4.9","จังหวัดระยอง","","","https://down-th.img.susercontent.com/file/sg-11134201-22090-fh7m79hwtrhv49_tn.webp","","ขายแล้ว 194 ชิ้น","2-3 วัน"
"1730178857-863","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=2&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","YOI มัทฉะ ผงชาเขียว 100% ตรา ชาโดะ 100 กรัม","320","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ถูกชัวร์ส่งไวพิเศษ","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98o-lzeh286tfce9d8_tn.webp","","ขายแล้ว 5.8พัน ชิ้น","วันพรุ่งนี้"
