web-scraper-order,web-scraper-start-url,banner-image-src,product_name,price,ratings,ship_from,banners,has_video,product_image-src,is_ad,sold,shipping_speed
"1730178520-146","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","ผงชาแดง ผงชาไทยเข้มข้น 100% สูตรหอมเข้มสีชาชัด 100 กรัม (Thai Tea Powder 100%)","189","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษโค้ดลด 5%","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98v-ls2evmmfr6ilb9_tn.webp","","ขายแล้ว 18.3พัน ชิ้น","วันพรุ่งนี้"
"1730178520-147","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","🍀รสดั้งเดิม/พร้อมส่ง🍀 ชาเขียว มัทฉะ ศิชา เซ็ทคู่กับขวดน้ำพลาสติกใส สไตล์มินิมอล พกพาง่าย","279","5.0","จังหวัดนนทบุรี","โค้ดลด ฿25","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98r-lw27b7rg3gkwa8_tn.webp","","ขายแล้ว 57 ชิ้น","วันพรุ่งนี้"
"1730178520-148","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Cafecaps-แคปซูลชา Nescafe Dolce Gusto Compatible Matcha Organic (1กล่องX15แคปซูล)- พรีเมียมมัทฉะออร์แกนิค100%ไม่มีน้ำตาล","269","4.9","จังหวัดกรุงเทพมหานคร","","badge-video","https://down-th.img.susercontent.com/file/th-11134201-7r990-lxhpwip6bdn388_tn.webp","","ขายแล้ว 1.6พัน ชิ้น","1-3 วัน"
"1730178520-149","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","อิโตเอ็น โออิ โอฉะ ซาราซารา มัทฉะ อิริ โคอิฉะ 40 กรัม Itoen Oi Ocha Koiaji Sarasara Ryokucha 40 g.","246","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/3dbbf464fe9a89cefa4b1c3f857d3ea1_tn.webp","","ขายแล้ว 84 ชิ้น","2-3 วัน"
"1730178520-150","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","ผงชาโฮจิฉะ 100% 500 กรัม (Hojicha Tea Powder 100%)","599","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษโค้ดลด 5%","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r990-ls2evmmfir3xea_tn.webp","","ขายแล้ว 1พัน ชิ้น","วันพรุ่งนี้"
"1730178520-151","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","","KYOBASHI - Cold & Hot Brew ชาเขียว หยุนวู่เหมาเจียน เกรดพรีเมี่ยม 高山云雾毛尖","320","5.0","จังหวัดเชียงราย","","","https://down-th.img.susercontent.com/file/42a50abb57d3a69e0b576da0ef30a980_tn.webp","","ขายแล้ว 83 ชิ้น","2-4 วัน"
"1730178520-152","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7ras9-m1i3op3sdx7t03","พร้อมส่ง ชาผลไม้สกัดเย็น Damtuh Cold Brewed Fruit Tea กล่องละ20ซอง ไม่มีแคลอรี่ หอม สดชื่น อร่อย","99","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษซื้อ 3 ชิ้น ลด ฿7","","https://down-th.img.susercontent.com/file/47217e8e762c59c7779ce61d4b7d9186_tn.webp","","ขายแล้ว 3พัน ชิ้น","วันพรุ่งนี้"
"1730178520-153","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","","ชาตรามือ ชาไทย สูตรต้นตำรับ กระป๋องซองเยื่อ","140","4.9","จังหวัดเชียงใหม่","ซื้อ 3 ชิ้น ลด ฿10","badge-video","https://down-th.img.susercontent.com/file/th-11134201-7r991-lvwmogzs1d600b_tn.webp","","ขายแล้ว 7.7พัน ชิ้น","3-4 วัน"
"1730178520-154","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","","คาวามิผงมัทฉะแท้ 💯 ให้สีเขียวที่สวยและกลิ่นหอมจากธรรมชาติ 🔥ขนาด100กรัม🔥","215","5.0","จังหวัดสระบุรี","","","https://down-th.img.susercontent.com/file/th-11134207-7qul5-ljns22bxkhftad_tn.webp","","ขายแล้ว 20 ชิ้น","2-3 วัน"
"1730178520-155","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","","Bluekoff โฮจิฉะ Hojicha ชาเขียวคั่วเข้มแบบผง 200กรัม","325","4.9","จังหวัดระยอง","โค้ดลด ฿15ซื้อ 4 ชิ้น ลด ฿10","","https://down-th.img.susercontent.com/file/th-11134207-7r98r-lzihak1ozukh04_tn.webp","","ขายแล้ว 231 ชิ้น","2-3 วัน"
"1730178520-156","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","บอนกาแฟ อูจิมัทฉะกรีนทีเบส ชาเขียวชนิดผง 100 ก. BONCAFE Uji Green Tea 100 g","392","5.0","จังหวัดนนทบุรี","","","https://down-th.img.susercontent.com/file/th-11134201-7rasd-m0vnttmvwssaef_tn.webp","","ขายแล้ว 2 ชิ้น","วันพรุ่งนี้"
"1730178520-157","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","","ชา คาโมมายด์ คาโมมายล์ Lemon Farm Organic 10 ซอง พร้อมชง ไม่ใส่น้ำตาล ปราศจากคาเฟอีน","230","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7rasj-m0dexayomtve18_tn.webp","","ขายแล้ว 786 ชิ้น","2-3 วัน"
"1730178520-158","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","꿀유자차 Kkoh Shaem Honey ชาเกาหลีผสมน้ำผึ้ง ( ส้มซีตรอนผสมน้ำผึ้ง / ขิงผสมน้ำผึ้ง ) ขนาด 580 กรัม","189","4.9","จังหวัดกรุงเทพมหานคร","โค้ดสิ้นเดือน","","https://down-th.img.susercontent.com/file/33427988b4e31aaaa22042260caaa1b8_tn.webp","","ขายแล้ว 4.6พัน ชิ้น","2-3 วัน"
"1730178520-159","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","🔥 Aroma อโรม่า ผงชาเขียว มัทฉะ เกียวโต 100 กรัม ซองดำ (6731) Kyoto Matcha Green Tea Base","459","4.9","จังหวัดสิงห์บุรี","","","https://down-th.img.susercontent.com/file/05af8017c0ae01e6abea8b2fb224a442_tn.webp","","ขายแล้ว 131 ชิ้น","2-3 วัน"
"1730178520-160","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ชาดอกไม้ออร์แกนิค (ชาดอกคาโมมายล์)","70","4.9","จังหวัดกรุงเทพมหานคร","ซื้อ 2 ชิ้น ลด ฿15","","https://down-th.img.susercontent.com/file/th-11134207-7r98u-lyoorsexozahf0_tn.webp","","ขายแล้ว 482 ชิ้น","1-3 วัน"
"1730178520-161","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","","Northlandtea - ชาเอิร์ลเกรย์ ออร์แกนิค 70g - House blend - HOT&ICED TEA / COLD BREW / KOMBUCHA etc.","320","4.9","จังหวัดนนทบุรี","ซื้อ 2 ชิ้น ลด 3%","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7qul5-lgkprc6gc2z369_tn.webp","","ขายแล้ว 478 ชิ้น","2-3 วัน"
"1730178520-162","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","อิโตเอ็น โออิ โอฉะ เรียวคุฉะ ชาเขียวญี่ปุ่นชนิดซอง  40 กรัม/ITOEN  OI OCHA RYOKUCHA 40g.","190","4.9","จังหวัดสมุทรปราการ","","","https://down-th.img.susercontent.com/file/1e6e268d26860e68f8415a7b23cf0f24_tn.webp","","ขายแล้ว 3.5พัน ชิ้น","2-4 วัน"
"1730178520-163","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7ras9-m1i3op3sdx7t03","คาวามิ ผงชาเขียวมัทฉะญี่ปุ่น100% ขนาด 100g","230","5.0","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/th-11134207-7r98w-ltgplrjot7wof2_tn.webp","","ขายแล้ว 5 ชิ้น","วันพรุ่งนี้"
"1730178520-164","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","อิโตเอ็น / โออิ โอฉะ ซาราซารา เรียวคุฉะ / 40 กรัม /ITO EN / OI OCHA SARASARA RYOKUCHA /40g","229","4.8","จังหวัดสมุทรปราการ","โค้ดลด ฿25","","https://down-th.img.susercontent.com/file/9ee0762765b10beb65d7a1eaa51cd8a2_tn.webp","","ขายแล้ว 557 ชิ้น","2-4 วัน"
"1730178520-165","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ชามัทฉะ ธรรมชาติ​100​%  นำเข้าจาก​ญี่ปุ่น​ บอกลาเซลลูไลน์ ต้นขาใหญ่ ลีนไวเวอร์ คอนเฟริมเรื่องขาเรียว","290","4.8","จังหวัดกรุงเทพมหานคร","","badge-video","https://down-th.img.susercontent.com/file/b62cae1f2d548a64682877c17bc9a50c_tn.webp","","ขายแล้ว 523 ชิ้น","วันพรุ่งนี้"
"1730178520-166","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","🌸🌸ลดเพิ่มสูงสุด100🌸🌸 Nokchawon Pumpkin & Red Bean Tea 60 ซอง ชาลดบวม","89","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7r98t-lomp1adq7nzx1d_tn.webp","","ขายแล้ว 470 ชิ้น","1-3 วัน"
"1730178520-167","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","","[ส่งไว🔥] ITOEN Instant Green Tea อิโตเอ็น ชาเขียวญี่ปุ่น ไม่ผสมน้ำตาล ชนิดผง สำหรับชงดื่ม","165","5.0","จังหวัดขอนแก่น","โค้ดลด ฿5","","https://down-th.img.susercontent.com/file/th-11134207-7r98t-lm35h6nzhr7r77_tn.webp","","ขายแล้ว 162 ชิ้น","2-4 วัน"
"1730178520-168","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","Twinings Tea  ชาซองทไวนิ่ง Exp.2025-2026❗️แบ่งขาย 1 ซอง","10","5.0","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/sg-11134201-22110-z5660yd2myjv98_tn.webp","","ขายแล้ว 77.8พัน ชิ้น","2-3 วัน"
"1730178520-169","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","ชาลิปตัน LIPTON YELLOW LABEL TEA ( ซองเปลือย ทุกขนาด )","69","4.8","จังหวัดปัตตานี","","","https://down-th.img.susercontent.com/file/c7ceba4abb9a982040237475fd55f238_tn.webp","","ขายแล้ว 4.1พัน ชิ้น","3-4 วัน"
"1730178520-170","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","UCC : Instant Hojicha Latte / ยูซีซี-โฮจิฉะ ลาเต้ (ชาปรุงสำเร็จชนิดผง) 15 กรัม x 10 ซอง","105","4.9","จังหวัดสมุทรปราการ","ส่งไวพิเศษโค้ดลด 5%","","https://down-th.img.susercontent.com/file/th-11134207-7qul7-lj2xtt96k8a030_tn.webp","","ขายแล้ว 2.8พัน ชิ้น","1-2 วัน"
"1730178520-171","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7ras9-m1i3op3sdx7t03","ใหม่🍃ชาพระจันทร์ยิ้ม (Earth Shine Tea) (1ซองใหญ่ มี 30 ซองเล็ก)","280","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษขายส่ง","","https://down-th.img.susercontent.com/file/sg-11134201-22120-aq82qj8z02kvc3_tn.webp","","ขายแล้ว 20.6พัน ชิ้น","1-2 วัน"
"1730178520-172","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","🔥ชาไทยเกรดดี จากไร่ชาดอยช้าง จ.เชียงราย(สูตรเข้มข้น)🔥(THAITEA)","70","4.9","จังหวัดเชียงราย","","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98x-ltdt4n1513lafe_tn.webp","","ขายแล้ว 885 ชิ้น","3-5 วัน"
"1730178520-173","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ชาไต้หวันพรีเมี่ยม TAIWAN TEAสูตรต้นตำหรับ ชานมไต้หวัน(ฟรีสูตรชง)","355","4.9","จังหวัดอำนาจเจริญ","โค้ดสิ้นเดือนโค้ดลด ฿10","","https://down-th.img.susercontent.com/file/th-11134207-7rasj-m1r8bd0xkmspd3_tn.webp","","ขายแล้ว 8.9พัน ชิ้น","2-3 วัน"
"1730178520-174","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Matcha Ichibadho Teashop Hourai no Mukashi 20g can | Japanese Tea Kyoto Powder Powder 【Direct from Japan】","1,109","5.0","ญี่ปุ่น","โค้ดลด ฿20","","https://down-th.img.susercontent.com/file/sg-11134201-7rd3t-lwcxriquzz3b3a_tn.webp","","ขายแล้ว 2 ชิ้น",""
"1730178520-175","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","🍀 ชาขาว ♍️ ตรา Lanna Teahouse 🍀 ยอดคู่ 3 🍀 ขนาด 200 กรัม 🍀 White Tea 🍀","169","4.9","จังหวัดเชียงใหม่","โค้ดสิ้นเดือน","","https://down-th.img.susercontent.com/file/th-11134207-7qul4-lh8kok5hduk4cd_tn.webp","","ขายแล้ว 600 ชิ้น","2-4 วัน"
"1730178520-176","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","","ชาเก๊กฮวย Organic 10 ซอง พร้อมชง ไม่ใส่น้ำตาล ปราศจากคาเฟอีน Lemon Farm เลมอนฟาร์ม","230","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7rasl-m0dewbpu7mpm79_tn.webp","","ขายแล้ว 1.1พัน ชิ้น","2-3 วัน"
"1730178520-177","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","ITO EN Oi Ocha (ชาเขียว อิโตเอ็น) ชาเขียวอิโตเอน ชาญี่ปุ่น สูตรออริจินอล Japanese Green Tea ดั่งเดิม (1x24 ขวด) ITOEN","639","4.9","จังหวัดกรุงเทพมหานคร","ขายส่ง","","https://down-th.img.susercontent.com/file/th-11134207-7r98x-lts82xk5eqnzed_tn.webp","","ขายแล้ว 805 ชิ้น","วันพรุ่งนี้"
"1730178520-178","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ใบชาเพื่อสุขภาพ ผสมสมุนไพรหลากชนิด ตรา101 ใบชาคุณภาพดี","39","4.9","จังหวัดเชียงใหม่","โค้ดสิ้นเดือน","","https://down-th.img.susercontent.com/file/51d99eb059aa2feb44bc10cd775b7ef4_tn.webp","","ขายแล้ว 7.7พัน ชิ้น","2-4 วัน"
"1730178520-179","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98s-lxumyt92vutrf8","ชาแดงอินโด INDO RED TEA(สูตรพิเศษ ระดับชาคั่วเข้ม)ฟรีสูตรชง","152","4.9","จังหวัดอำนาจเจริญ","ช้อปปี้ป้ายยาโค้ดสิ้นเดือน","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7rasi-m1r882xccwvdae_tn.webp","","ขายแล้ว 51.8พัน ชิ้น","2-3 วัน"
"1730178520-180","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=14&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","มัทฉะแท้+กระบอกชง 500ml  (สีพาสเทลสวยพกพาสะดวก)","350","4.9","จังหวัดเชียงราย","","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7qul3-ljch01ox5crs8b_tn.webp","","ขายแล้ว 14 ชิ้น","2-4 วัน"
"1730178548-181","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","เครื่องดื่ม ชาเขียวมัทฉะลาเต้ ผสมขิง ตรา ฮอทต้า 104 G. Hotta Fusion Ginger Matcha Latte","209","","จังหวัดภูเก็ต","","","https://down-th.img.susercontent.com/file/269f3a517360b0c3b0958f2d8bb8c984_tn.webp","","","3-4 วัน"
"1730178548-182","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ชาเขียวมัทฉะ ลาเต้ ปรุงสำเร็จ ชนิดผง  ชาเขียว กิฟฟารีน มัทฉะ ลาเต้ (20 กรัม x 15 ซอง)","200","","จังหวัดสมุทรปราการ","โค้ดสิ้นเดือนโค้ดลด 15%","","https://down-th.img.susercontent.com/file/th-11134207-7r98w-lztc40ye90o94c_tn.webp","","","วันพรุ่งนี้"
"1730178548-183","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","อิโตเอ็น โออิ โอฉะ ชาเขียวมัทฉะรสละมุน","409","","ญี่ปุ่น","โค้ดลด 6%","","https://down-th.img.susercontent.com/file/sg-11134201-7rdxi-m0iyqbiqs072d5_tn.webp","","",""
"1730178548-184","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=13&sortBy=relevancy","","Morihan Organic Uji Matcha ถุง 30g 【ส่งตรงจากญี่ปุ่น】","1,714","","ญี่ปุ่น","","","https://down-th.img.susercontent.com/file/th-11134201-7r98x-ltop1l1aq0j7fc_tn.webp","","",""
